threshold,coverage,accuracy,tickets
0.9999223496605053,0.28822823623516863,1.0,2162
0.9999264621498738,0.2862285028662845,1.0,2147
0.9999303284329257,0.28422876949740034,1.0,2132
0.9999336448605284,0.2822290361285162,1.0,2117
0.9999381132235552,0.28022930275963204,1.0,2102
0.9999419382327697,0.2782295693907479,1.0,2087
0.9999447737894557,0.27622983602186374,1.0,2072
0.9999483027478734,0.2742301026529796,1.0,2057
0.9999518163289257,0.27223036928409544,1.0,2042
0.999953591429531,0.2702306359152113,1.0,2027
0.9999550566672261,0.26823090254632714,1.0,2012
0.9999582637032618,0.266231169177443,1.0,1997
0.9999605321395609,0.26423143580855885,1.0,1982
0.9999621687516053,0.2622317024396747,1.0,1967
0.9999640079347484,0.26023196907079055,1.0,1952
0.9999654754770178,0.2582322357019064,1.0,1937
0.999966867490649,0.25623250233302225,1.0,1922
0.9999682220687168,0.2542327689641381,1.0,1907
0.9999695410083583,0.25223303559525395,1.0,1892
0.9999709568763039,0.2502333022263698,1.0,1877
0.9999726960637861,0.24823356885748568,1.0,1862
0.9999737211521388,0.24636715104652712,1.0,1848
0.9999750871445873,0.24436741767764297,1.0,1833
0.9999768066591342,0.24236768430875882,1.0,1818
0.999978143760577,0.24036795093987467,1.0,1803
0.9999791306150637,0.23836821757099053,1.0,1788
0.9999801981884655,0.23636848420210638,1.0,1773
0.9999808959741968,0.23436875083322223,1.0,1758
0.9999816806063965,0.23236901746433808,1.0,1743
0.999982684813101,0.23036928409545393,1.0,1728
0.9999832490866648,0.22836955072656978,1.0,1713
0.999983791968093,0.22636981735768563,1.0,1698
0.9999845511247963,0.22437008398880148,1.0,1683
0.9999850679814348,0.22237035061991733,1.0,1668
0.9999858533949361,0.22037061725103319,1.0,1653
0.999986342427667,0.21837088388214904,1.0,1638
0.9999870842556052,0.2163711505132649,1.0,1623
0.9999878431458361,0.21437141714438074,1.0,1608
0.9999886914173595,0.2123716837754966,1.0,1593
0.9999891046742913,0.21037195040661244,1.0,1578
0.9999897062508484,0.2083722170377283,1.0,1563
0.9999902790964096,0.20637248366884414,1.0,1548
0.9999905114473351,0.20437275029996,1.0,1533
0.9999909139864332,0.20250633248900146,1.0,1519
0.99999131468639,0.2005065991201173,1.0,1504
0.999991774504395,0.19850686575123316,1.0,1489
0.9999922464092033,0.19650713238234901,1.0,1474
0.9999925055509838,0.19450739901346487,1.0,1459
0.9999930099285278,0.19250766564458072,1.0,1444
0.9999933230609553,0.19050793227569657,1.0,1429
0.9999937500944966,0.18850819890681242,1.0,1414
0.9999941852938263,0.18650846553792827,1.0,1399
0.9999945152197744,0.18450873216904412,1.0,1384
0.9999947680342918,0.18250899880015997,1.0,1369
0.9999950667035861,0.18050926543127582,1.0,1354
0.9999952528201057,0.17850953206239167,1.0,1339
0.9999954500103362,0.17650979869350752,1.0,1324
0.9999956718448656,0.17451006532462338,1.0,1309
0.9999959283644697,0.17251033195573923,1.0,1294
0.9999961186399144,0.17051059858685508,1.0,1279
0.9999963427679056,0.16851086521797093,1.0,1264
